Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime; CrashTime
[-0.41596863, 0.        ]; False; -85.0; 85; None; None; 0; 0.027051687240600586; None; 1768443218.4186642; None
[-0.43173656, 0.        ]; False; -87.0; 87; 126.83971543271012; None; 0; 0.03087306022644043; None; 1768443218.4196641; None
[-0.58691657, 0.        ]; False; -108.0; 108; None; None; 0; 0.03440999984741211; None; 1768443218.4907062; None
[-0.586662, 0.      ]; False; -108.0; 108; 0.0; None; 0; 0.03631448745727539; None; 1768443218.4907062; None
[-0.5527073, 0.       ]; False; -194.0; 194; None; None; 0; 0.06211090087890625; None; 1768443218.6189167; None
[-0.531138, 0.      ]; True; -200.0; 200; 278.17299439306055; None; 0; 0.0654287338256836; None; 1768443218.6199176; None
[-0.575879, 0.      ]; False; -135.0; 135; None; None; 0; 0.04943108558654785; None; 1768443218.7400596; None
[-0.5139403, 0.       ]; True; -200.0; 200; 1049.4246212562273; None; 0; 0.0656435489654541; None; 1768443218.7410748; None
[-0.41390395, 0.        ]; False; -84.0; 84; None; None; 0; 0.03150749206542969; None; 1768443218.8039181; None
[-0.40678757, 0.        ]; False; -84.0; 84; 0.0; None; 0; 0.03133583068847656; None; 1768443218.8039181; None
[-0.55912334, 0.        ]; False; -197.0; 197; None; None; 0; 0.09435319900512695; None; 1768443218.9755554; None
[-0.48755363, 0.        ]; False; -161.0; 161; 503.00608332941215; None; 0; 0.07728409767150879; None; 1768443218.9755554; None
[-0.58889806, 0.        ]; False; -108.0; 108; None; None; 0; 0.03630518913269043; None; 1768443219.0931458; None
[-0.5482271, 0.       ]; True; -200.0; 200; 2262.0545471066; None; 0; 0.07613968849182129; None; 1768443219.0931458; None
[-0.49062642, 0.        ]; False; -159.0; 159; None; None; 0; 0.04993104934692383; None; 1768443219.2176273; None
[-0.5516648, 0.       ]; False; -194.0; 194; 573.409481624269; None; 0; 0.07047343254089355; None; 1768443219.2176273; None
[-0.40355653, 0.        ]; False; -83.0; 83; None; None; 0; 0.0211484432220459; None; 1768443219.2693388; None
[-0.42237633, 0.        ]; False; -85.0; 85; 106.27100435796088; None; 0; 0.029546022415161133; None; 1768443219.273359; None
[-0.57846814, 0.        ]; False; -134.0; 134; None; None; 0; 0.0432891845703125; None; 1768443219.3832333; None
[-0.55482614, 0.        ]; False; -195.0; 195; 2580.153577362239; None; 0; 0.0655679702758789; None; 1768443219.3842344; None
[-0.5759482, 0.       ]; False; -135.0; 135; None; None; 0; 0.03937244415283203; None; 1768443219.468283; None
[-0.57508904, 0.        ]; False; -136.0; 136; 1163.9528236436797; None; 0; 0.04367661476135254; None; 1768443219.4723012; None
[-0.4901136, 0.       ]; False; -160.0; 160; None; None; 0; 0.060765743255615234; None; 1768443219.6043847; None
[-0.54233384, 0.        ]; True; -200.0; 200; 765.9862996733859; None; 0; 0.07051825523376465; None; 1768443219.6043847; None
[-0.40957063, 0.        ]; False; -84.0; 84; None; None; 0; 0.032344818115234375; None; 1768443219.6841805; None
[-0.4827754, 0.       ]; False; -113.0; 113; 396.1491256924926; None; 0; 0.046450138092041016; None; 1768443219.6851814; None
[-0.46738356, 0.        ]; False; -97.0; 97; None; None; 0; 0.033220767974853516; None; 1768443219.7756605; None
[-0.4891819, 0.       ]; False; -160.0; 160; 2890.1280038718623; None; 0; 0.056258440017700195; None; 1768443219.7770443; None
[-0.4175324, 0.       ]; False; -85.0; 85; None; None; 0; 0.028767824172973633; None; 1768443219.8395715; None
[-0.43805784, 0.        ]; False; -88.0; 88; 146.16018434223537; None; 0; 0.032299041748046875; None; 1768443219.8395715; None
[-0.42333874, 0.        ]; False; -86.0; 86; None; None; 0; 0.026656389236450195; None; 1768443219.93461; None
[-0.48790482, 0.        ]; False; -161.0; 161; 1161.6007178471234; None; 0; 0.06322193145751953; None; 1768443219.9350739; None
[-0.5557317, 0.       ]; False; -195.0; 195; None; None; 0; 0.05760002136230469; None; 1768443220.0579534; None
[-0.5423158, 0.       ]; True; -200.0; 200; 372.69119698598735; None; 0; 0.06420707702636719; None; 1768443220.0579534; None
[-0.4680334, 0.       ]; False; -98.0; 98; None; None; 0; 0.03894186019897461; None; 1768443220.1629276; None
[-0.5174207, 0.       ]; True; -200.0; 200; 2065.3080378936775; None; 0; 0.06200909614562988; None; 1768443220.1639278; None
[-0.4558167, 0.       ]; False; -93.0; 93; None; None; 0; 0.028082609176635742; None; 1768443220.221789; None
[-0.4363758, 0.       ]; False; -88.0; 88; 257.1898799377; None; 0; 0.027759075164794922; None; 1768443220.2227893; None
[-0.49042514, 0.        ]; False; -159.0; 159; None; None; 0; 0.05021166801452637; None; 1768443220.3101592; None
[-0.47469872, 0.        ]; False; -103.0; 103; 3560.887322315522; None; 0; 0.036158084869384766; None; 1768443220.3101592; None
[-0.41866973, 0.        ]; False; -85.0; 85; None; None; 0; 0.0302889347076416; None; 1768443220.368633; None
[-0.40818447, 0.        ]; False; -84.0; 84; 95.3719640618827; None; 0; 0.02618241310119629; None; 1768443220.3694756; None
[-0.5903393, 0.       ]; False; -107.0; 107; None; None; 0; 0.035009145736694336; None; 1768443220.4785419; None
[-0.5261191, 0.       ]; True; -200.0; 200; 1448.142709172517; None; 0; 0.07222414016723633; None; 1768443220.4798746; None
[-0.4143314, 0.       ]; False; -84.0; 84; None; None; 0; 0.02582406997680664; None; 1768443220.5561934; None
[-0.4894777, 0.       ]; False; -159.0; 159; 998.0532946578037; None; 0; 0.04845619201660156; None; 1768443220.5572104; None
[-0.5073214, 0.       ]; True; -200.0; 200; None; None; 0; 0.062027692794799805; None; 1768443220.6616135; None
[-0.48121515, 0.        ]; False; -110.0; 110; 3447.4479240988103; None; 0; 0.039955854415893555; None; 1768443220.6616135; None
[-0.43475765, 0.        ]; False; -87.0; 87; None; None; 0; 0.026634931564331055; None; 1768443220.7175887; None
[-0.43034175, 0.        ]; False; -87.0; 87; 0.0; None; 0; 0.028322935104370117; None; 1768443220.7175887; None
[-0.49942327, 0.        ]; True; -200.0; 200; None; None; 0; 0.06191873550415039; None; 1768443220.832323; None
[-0.57090527, 0.        ]; False; -139.0; 139; 853.3616528068349; None; 0; 0.05281567573547363; None; 1768443220.8363857; None
[-0.573943, 0.      ]; False; -136.0; 136; None; None; 0; 0.03952527046203613; None; 1768443220.9403794; None
[-0.5186979, 0.       ]; True; -200.0; 200; 1158.473752749879; None; 0; 0.06346893310546875; None; 1768443220.9435065; None
[-0.45804653, 0.        ]; False; -93.0; 93; None; None; 0; 0.028615474700927734; None; 1768443221.006101; None
[-0.4180082, 0.       ]; False; -85.0; 85; 199.80859614295295; None; 0; 0.0310819149017334; None; 1768443221.0069942; None
[-0.5778302, 0.       ]; False; -135.0; 135; None; None; 0; 0.04018998146057129; None; 1768443221.0795789; None
[-0.5913866, 0.       ]; False; -107.0; 107; 2065.4419338811726; None; 0; 0.0323946475982666; None; 1768443221.0795789; None
[-0.4062306, 0.       ]; False; -83.0; 83; None; None; 0; 0.028900861740112305; None; 1768443221.1391628; None
[-0.43545875, 0.        ]; False; -88.0; 88; 171.067955225372; None; 0; 0.02665877342224121; None; 1768443221.1401637; None
[-0.5701518, 0.       ]; False; -142.0; 142; None; None; 0; 0.044478416442871094; None; 1768443221.2545855; None
[-0.5169232, 0.       ]; True; -200.0; 200; 1089.6394379571525; None; 0; 0.06776928901672363; None; 1768443221.2555878; None
[-0.49435228, 0.        ]; False; -158.0; 158; None; None; 0; 0.050925493240356445; None; 1768443221.3385901; None
[-0.4340392, 0.       ]; False; -87.0; 87; 1177.19083433847; None; 0; 0.031077861785888672; None; 1768443221.339609; None
[-0.4950984, 0.       ]; False; -158.0; 158; None; None; 0; 0.050550222396850586; None; 1768443221.4263957; None
[-0.5980091, 0.       ]; False; -107.0; 107; 495.57530226375644; None; 0; 0.03415942192077637; None; 1768443221.4273944; None
[-0.51832426, 0.        ]; True; -200.0; 200; None; None; 0; 0.06839656829833984; None; 1768443221.5750344; None
[-0.5269908, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07724237442016602; None; 1768443221.5760338; None
[-0.55791223, 0.        ]; False; -195.0; 195; None; None; 0; 0.059365034103393555; None; 1768443221.670048; None
[-0.584274, 0.      ]; False; -109.0; 109; 3262.3007210413384; None; 0; 0.034294843673706055; None; 1768443221.670048; None
[-0.45135602, 0.        ]; False; -91.0; 91; None; None; 0; 0.03033161163330078; None; 1768443221.741881; None
[-0.4694771, 0.       ]; False; -99.0; 99; 441.47518756927974; None; 0; 0.03649091720581055; None; 1768443221.741881; None
[-0.5254964, 0.       ]; True; -200.0; 200; None; None; 0; 0.06871533393859863; None; 1768443221.8897352; None
[-0.5452302, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07808232307434082; None; 1768443221.890784; None
[-0.48513913, 0.        ]; False; -164.0; 164; None; None; 0; 0.05516457557678223; None; 1768443221.9827836; None
[-0.4594696, 0.       ]; False; -94.0; 94; 2726.9669242924; None; 0; 0.0348355770111084; None; 1768443221.9837837; None
[-0.42298537, 0.        ]; False; -86.0; 86; None; None; 0; 0.032123565673828125; None; 1768443222.0507598; None
[-0.4112397, 0.       ]; False; -84.0; 84; 170.2756375612442; None; 0; 0.03405117988586426; None; 1768443222.051786; None
[-0.5598176, 0.       ]; False; -198.0; 198; None; None; 0; 0.0639948844909668; None; 1768443222.1658487; None
[-0.5746366, 0.       ]; False; -136.0; 136; 4183.8275608255135; None; 0; 0.04803180694580078; None; 1768443222.166851; None
[-0.49540296, 0.        ]; False; -157.0; 157; None; None; 0; 0.05162954330444336; None; 1768443222.2509818; None
[-0.42704433, 0.        ]; False; -86.0; 86; 1038.639891705014; None; 0; 0.03160285949707031; None; 1768443222.2520034; None
[-0.50832206, 0.        ]; True; -200.0; 200; None; None; 0; 0.06318783760070801; None; 1768443222.3584418; None
[-0.58810717, 0.        ]; False; -108.0; 108; 1153.0973843767836; None; 0; 0.041271209716796875; None; 1768443222.3598382; None
[-0.552198, 0.      ]; False; -194.0; 194; None; None; 0; 0.06899142265319824; None; 1768443222.5042806; None
[-0.5238459, 0.       ]; True; -200.0; 200; 211.62467177806417; None; 0; 0.07444930076599121; None; 1768443222.5042806; None
[-0.5074187, 0.       ]; True; -200.0; 200; None; None; 0; 0.07198667526245117; None; 1768443222.6505218; None
[-0.5140452, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06967449188232422; None; 1768443222.6515257; None
[-0.43886155, 0.        ]; False; -88.0; 88; None; None; 0; 0.026662826538085938; None; 1768443222.7504604; None
[-0.5022301, 0.       ]; True; -200.0; 200; 1767.438016155794; None; 0; 0.07158660888671875; None; 1768443222.752026; None
[-0.46090657, 0.        ]; False; -94.0; 94; None; None; 0; 0.031456947326660156; None; 1768443222.8174026; None
[-0.40470752, 0.        ]; False; -83.0; 83; 195.73286695263948; None; 0; 0.031999826431274414; None; 1768443222.818403; None
[-0.4286811, 0.       ]; False; -86.0; 86; None; None; 0; 0.028889894485473633; None; 1768443222.8801816; None
[-0.44486177, 0.        ]; False; -90.0; 90; 247.20863900333927; None; 0; 0.030886411666870117; None; 1768443222.881181; None
[-0.49913004, 0.        ]; True; -200.0; 200; None; None; 0; 0.06641483306884766; None; 1768443223.0180938; None
[-0.5382285, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06949496269226074; None; 1768443223.0180938; None
[-0.59840506, 0.        ]; False; -107.0; 107; None; None; 0; 0.029370784759521484; None; 1768443223.1153638; None
[-0.54603267, 0.        ]; True; -200.0; 200; 1775.7446119843444; None; 0; 0.06681990623474121; None; 1768443223.1195073; None
[-0.41054377, 0.        ]; False; -84.0; 84; None; None; 0; 0.02436995506286621; None; 1768443223.1821675; None
[-0.42737597, 0.        ]; False; -86.0; 86; 118.8198620738498; None; 0; 0.037290096282958984; None; 1768443223.1821675; None
[-0.45078486, 0.        ]; False; -91.0; 91; None; None; 0; 0.029166460037231445; None; 1768443223.244466; None
[-0.42373857, 0.        ]; False; -86.0; 86; 184.86821821595706; None; 0; 0.033132076263427734; None; 1768443223.244466; None
[-0.5912193, 0.       ]; False; -107.0; 107; None; None; 0; 0.03261423110961914; None; 1768443223.335611; None
[-0.4978587, 0.       ]; False; -158.0; 158; 546.268966138064; None; 0; 0.0555269718170166; None; 1768443223.335611; None
[-0.5476828, 0.       ]; True; -200.0; 200; None; None; 0; 0.06627154350280762; None; 1768443223.4664946; None
[-0.53114086, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06461191177368164; None; 1768443223.4664946; None
[-0.444823, 0.      ]; False; -90.0; 90; None; None; 0; 0.03264474868774414; None; 1768443223.533351; None
[-0.40101653, 0.        ]; False; -83.0; 83; 159.79377114513153; None; 0; 0.03421163558959961; None; 1768443223.5377233; None
[-0.57429904, 0.        ]; False; -136.0; 136; None; None; 0; 0.06766963005065918; None; 1768443223.6679878; None
[-0.5368113, 0.       ]; True; -200.0; 200; 1707.2245746812096; None; 0; 0.06259489059448242; None; 1768443223.669759; None
[-0.5813522, 0.       ]; False; -111.0; 111; None; None; 0; 0.033974409103393555; None; 1768443223.7707422; None
[-0.56345755, 0.        ]; False; -158.0; 158; 2626.486906355963; None; 0; 0.06600809097290039; None; 1768443223.7717433; None
[-0.41730282, 0.        ]; False; -85.0; 85; None; None; 0; 0.029696226119995117; None; 1768443223.8302035; None
[-0.42398039, 0.        ]; False; -86.0; 86; 149.75512135034054; None; 0; 0.02695941925048828; None; 1768443223.8311474; None
[-0.4227118, 0.       ]; False; -85.0; 85; None; None; 0; 0.02419590950012207; None; 1768443223.8968394; None
[-0.43753293, 0.        ]; False; -88.0; 88; 202.41355277842013; None; 0; 0.04016232490539551; None; 1768443223.8968394; None
[-0.47722402, 0.        ]; False; -106.0; 106; None; None; 0; 0.03373146057128906; None; 1768443223.9632885; None
[-0.4664221, 0.       ]; False; -97.0; 97; 833.1858784059682; None; 0; 0.02864694595336914; None; 1768443223.9632885; None
[-0.42160732, 0.        ]; False; -85.0; 85; None; None; 0; 0.025309324264526367; None; 1768443224.0280156; None
[-0.40831727, 0.        ]; False; -84.0; 84; 75.24427501457595; None; 0; 0.03438162803649902; None; 1768443224.0280156; None
[-0.43000323, 0.        ]; False; -87.0; 87; None; None; 0; 0.028185129165649414; None; 1768443224.086545; None
[-0.4148571, 0.       ]; False; -84.0; 84; 198.07031600487977; None; 0; 0.030344247817993164; None; 1768443224.0875442; None
[-0.47748, 0.     ]; False; -106.0; 106; None; None; 0; 0.02745652198791504; None; 1768443224.1514986; None
[-0.45035028, 0.        ]; False; -91.0; 91; 552.8993916438359; None; 0; 0.03447842597961426; None; 1768443224.1555235; None
[-0.41238877, 0.        ]; False; -84.0; 84; None; None; 0; 0.033144474029541016; None; 1768443224.214861; None
[-0.42785972, 0.        ]; False; -86.0; 86; 129.27452857629947; None; 0; 0.025639057159423828; None; 1768443224.2158608; None
[-0.55975366, 0.        ]; False; -198.0; 198; None; None; 0; 0.06097054481506348; None; 1768443224.357742; None
[-0.55057067, 0.        ]; False; -194.0; 194; 435.5879920812644; None; 0; 0.07946157455444336; None; 1768443224.3587549; None
[-0.53102726, 0.        ]; True; -200.0; 200; None; None; 0; 0.06771421432495117; None; 1768443224.4730933; None
[-0.5717507, 0.       ]; False; -138.0; 138; 1522.4645900478026; None; 0; 0.04518866539001465; None; 1768443224.4730933; None
[-0.55348307, 0.        ]; False; -195.0; 195; None; None; 0; 0.06906628608703613; None; 1768443224.5803204; None
[-0.46598762, 0.        ]; False; -97.0; 97; 1120.0582916079104; None; 0; 0.03727602958679199; None; 1768443224.5813212; None
[-0.42179355, 0.        ]; False; -85.0; 85; None; None; 0; 0.024071931838989258; None; 1768443224.6398978; None
[-0.45707628, 0.        ]; False; -93.0; 93; 226.73981748335152; None; 0; 0.03250312805175781; None; 1768443224.6398978; None
[-0.5325989, 0.       ]; True; -200.0; 200; None; None; 0; 0.06564092636108398; None; 1768443224.7587154; None
[-0.5665894, 0.       ]; False; -145.0; 145; 1618.0990625427432; None; 0; 0.049137115478515625; None; 1768443224.7597315; None
[-0.56356543, 0.        ]; False; -158.0; 158; None; None; 0; 0.0555882453918457; None; 1768443224.8872948; None
[-0.52088857, 0.        ]; True; -200.0; 200; 984.1397432119319; None; 0; 0.06896042823791504; None; 1768443224.8882933; None
[-0.4859283, 0.       ]; False; -163.0; 163; None; None; 0; 0.06416106224060059; None; 1768443224.986366; None
[-0.41794884, 0.        ]; False; -85.0; 85; 1147.4054919483106; None; 0; 0.032347679138183594; None; 1768443224.9873674; None
[-0.4885386, 0.       ]; False; -160.0; 160; None; None; 0; 0.05200552940368652; None; 1768443225.0948935; None
[-0.48771983, 0.        ]; False; -161.0; 161; 1221.3603174025407; None; 0; 0.05450272560119629; None; 1768443225.0963469; None
[-0.5041408, 0.       ]; True; -200.0; 200; None; None; 0; 0.06561732292175293; None; 1768443225.2210422; None
[-0.48433283, 0.        ]; False; -167.0; 167; 1665.996518442176; None; 0; 0.057396650314331055; None; 1768443225.222075; None
[-0.5905941, 0.       ]; False; -107.0; 107; None; None; 0; 0.03402996063232422; None; 1768443225.3292606; None
[-0.56117404, 0.        ]; True; -200.0; 200; 3161.1065283323915; None; 0; 0.07115387916564941; None; 1768443225.33258; None
